energy,limit
31622776.60168379,1.680639676682669e-15
100000000.0,2.454731675644444e-16
316227766.01683795,4.7846506597939346e-17
1000000000.0,1.2047010577379886e-17
3162277660.1683793,4.0203606886071174e-18
10000000000.0,1.530168412082493e-18
31622776601.683792,6.682669431761079e-19
100000000000.0,3.3345649754187307e-19
